Código,Nome,Cota (m),Afluência (m³/s),Defluência (m³/s),Vazão Vertida (m³/s),Vazão Turbinada (m³/s),Vazão Natural (m³/s),Volume Útil (%),Vazão Incremental (m³/s),Data da Medição
19069,MACHADINHO,479.54,5599,5626,4323,1303,7495.62,96.61,917.75,20/11/2023
19069,MACHADINHO,479.1,4497.94,4894,3654,1240,5003.01,93.37,575.61,21/11/2023
19069,MACHADINHO,479.21,3957,3858,2560,1298,4085.91,94.18,562.04,22/11/2023
19069,MACHADINHO,478.95,4120.98,4355,3064,1291,3834.06,92.27,406.52,23/11/2023
19069,MACHADINHO,478.6,3312.95,3628,2331,1297,3524.5,89.69,234.36,24/11/2023
19069,MACHADINHO,478.6,2677,2677,1523,1154,2814.91,89.69,240.03,25/11/2023
19069,MACHADINHO,478.52,1972,2044,884,1160,2319.71,89.1,166.4,26/11/2023
19069,MACHADINHO,478.19,1887.96,2185,903,1282,1994.32,86.67,195.87,27/11/2023
19069,MACHADINHO,478.56,2414.04,2081,799,1282,2332.1,89.39,484.23,28/11/2023
19069,MACHADINHO,479.18,3618.06,3060,1772,1288,3107.53,93.96,511.44,29/11/2023
19069,MACHADINHO,479.25,3162.01,3099,1816,1283,3579.18,94.48,337.22,30/11/2023
19069,MACHADINHO,479.11,2596.99,2723,1517,1206,2876.61,93.44,250.5,01/12/2023
19069,MACHADINHO,479.39,1991.03,1739,487,1252,2356.84,95.51,175.48,02/12/2023
19069,MACHADINHO,479.91,1746.06,1278,185,1093,2032.72,99.34,265.13,03/12/2023
19069,MACHADINHO,479.76,2501.98,2637,1371,1266,2284.28,98.23,206.64,04/12/2023
19069,MACHADINHO,479.8,2457.01,2421,1154,1267,2612.52,98.53,281.88,05/12/2023
19069,MACHADINHO,479.63,2047.98,2201,937,1264,2269.97,97.27,211.23,06/12/2023
19069,MACHADINHO,479.61,2238,2256,993,1263,2330.99,97.13,366.8,07/12/2023
19069,MACHADINHO,479.6,2300,2309,1042,1267,2292.9,97.05,306.88,08/12/2023
19069,MACHADINHO,479.58,1888,1906,649,1257,2115.86,96.91,259.6,09/12/2023
19069,MACHADINHO,479.64,1662,1608,358,1250,1848.55,97.35,199.19,10/12/2023
19069,MACHADINHO,479.48,1811.98,1956,699,1257,1644.83,96.17,246.43,11/12/2023
19069,MACHADINHO,479.43,1416,1461,212,1249,1508.15,95.8,168.66,12/12/2023
19069,MACHADINHO,479.62,1352.02,1181,0,1181,1376.83,97.2,170.47,13/12/2023
19069,MACHADINHO,479.86,1275.02,1059,128,931,1216.65,98.97,221.27,14/12/2023
19069,MACHADINHO,479.86,1259,1259,430,829,1109.13,98.97,226.06,15/12/2023
19069,MACHADINHO,479.87,1268,1259,430,829,1046.06,99.04,245.33,16/12/2023
19069,MACHADINHO,479.76,1002.98,1102,276,826,1070.32,98.23,218.42,17/12/2023
19069,MACHADINHO,479.93,1176.02,1023,88,935,1154.98,99.48,247.52,18/12/2023
19069,MACHADINHO,479.75,1117.99,1280,41,1239,1163.41,98.16,190.47,19/12/2023
19069,MACHADINHO,479.59,1095.98,1240,0,1240,1077.56,96.98,204.28,20/12/2023
19069,MACHADINHO,479.51,1138.99,1211,0,1211,996.61,96.39,201.9,21/12/2023
19069,MACHADINHO,479.41,1151.99,1242,0,1242,882.27,95.65,195.63,22/12/2023
19069,MACHADINHO,479.47,1039,985,0,985,896.43,96.1,230.47,23/12/2023
19069,MACHADINHO,479.39,837,909,0,909,1058.27,95.51,181.58,24/12/2023
19069,MACHADINHO,479.3,849.99,931,0,931,1019.42,94.84,148.27,25/12/2023
19069,MACHADINHO,479.28,1108.99,1127,0,1127,873.05,94.7,191.3,26/12/2023
19069,MACHADINHO,479.19,1086.99,1168,0,1168,801.2,94.03,180.17,27/12/2023
19069,MACHADINHO,478.99,999.98,1180,0,1180,691.41,92.56,178.39,28/12/2023
19069,MACHADINHO,478.66,867.97,1165,0,1165,624.26,90.13,124.84,29/12/2023
19069,MACHADINHO,478.02,636.92,1213,0,1213,585.53,85.42,148.17,30/12/2023
19069,MACHADINHO,477.33,498.56,1102,0,1102,544.97,80.48,144.39,31/12/2023
19069,MACHADINHO,476.8,608.89,1072,0,1072,503.2,76.69,120.21,01/01/2024
19069,MACHADINHO,476.38,891,1258,0,1258,464.04,73.68,155.73,02/01/2024
19069,MACHADINHO,475.94,884.12,1267,0,1267,505.91,70.55,134.6,03/01/2024
19069,MACHADINHO,475.6,872.85,1161,0,1161,586.73,68.19,141.41,04/01/2024
19069,MACHADINHO,475.3,888.75,1143,0,1143,696.72,66.11,128.43,05/01/2024
19069,MACHADINHO,475.31,829.47,821,0,821,648.7,66.18,103.35,06/01/2024
19069,MACHADINHO,475.25,831.16,882,0,882,568.09,65.77,121.95,07/01/2024
19069,MACHADINHO,475.04,826.03,1004,0,1004,486.52,64.31,76.32,08/01/2024
19069,MACHADINHO,474.88,830.4,966,0,966,461.17,63.2,112.48,09/01/2024
19069,MACHADINHO,474.8,835.2,903,0,903,484.37,62.64,141.77,10/01/2024
19069,MACHADINHO,474.73,800.68,860,0,860,500.8,62.16,80.5,11/01/2024
19069,MACHADINHO,474.79,834.84,784,0,784,550.43,62.58,101.04,12/01/2024
19069,MACHADINHO,474.73,756.16,807,0,807,709.56,62.16,70.72,13/01/2024
19069,MACHADINHO,474.45,530.7,768,0,768,591.31,60.22,109.05,14/01/2024
19069,MACHADINHO,474.36,736.73,813,0,813,510.34,59.59,55.28,15/01/2024
19069,MACHADINHO,474.29,738.68,798,0,798,504.91,59.11,107.76,16/01/2024
19069,MACHADINHO,474.61,1046.19,775,0,775,665.28,61.33,188,17/01/2024
19069,MACHADINHO,476.34,2494.1,1019,0,1019,2644.97,73.4,1182.22,18/01/2024
19069,MACHADINHO,478.61,3178.56,1179,0,1179,3889.95,89.76,867.99,19/01/2024
19069,MACHADINHO,479.69,2336.12,1364,115,1249,3518.92,97.72,456.41,20/01/2024
19069,MACHADINHO,479.6,1674.98,1756,500,1256,2484.69,97.05,323.79,21/01/2024
19069,MACHADINHO,479.61,1514,1505,260,1245,1811.36,97.13,220.38,22/01/2024
19069,MACHADINHO,479.46,1389.99,1525,285,1240,1509.12,96.02,131.47,23/01/2024
19069,MACHADINHO,479.31,1283.98,1419,176,1243,1417.24,94.92,132.35,24/01/2024
19069,MACHADINHO,479.13,1074.99,1237,61,1176,1375.41,93.59,161.8,25/01/2024
19069,MACHADINHO,478.64,940.95,1382,200,1182,1278.59,89.98,169.24,26/01/2024
19069,MACHADINHO,478.53,917,1016,17,999,1166.06,89.17,155.81,27/01/2024
19069,MACHADINHO,478.45,1011.99,1084,0,1084,1236.45,88.58,225.15,28/01/2024
19069,MACHADINHO,478.46,1164,1155,1,1154,1286.85,88.66,220.81,29/01/2024
19069,MACHADINHO,478.37,1173.99,1255,0,1255,1231.41,87.99,180.94,30/01/2024
19069,MACHADINHO,478.23,1128.98,1255,0,1255,1039.37,86.96,173.37,31/01/2024
19069,MACHADINHO,478.1,1048.99,1166,0,1166,845.72,86,142.06,01/02/2024
19069,MACHADINHO,477.88,1067.13,1262,0,1262,728.05,84.41,140.22,02/02/2024
19069,MACHADINHO,477.83,752.32,796,0,796,632.26,84.05,126.35,03/02/2024
19069,MACHADINHO,477.9,608.16,547,17,530,568.19,84.55,89.25,04/02/2024
19069,MACHADINHO,477.77,948.41,1062,0,1062,523.09,83.62,143.23,05/02/2024
19069,MACHADINHO,477.56,1079.5,1263,0,1263,518.76,82.12,152.46,06/02/2024
19069,MACHADINHO,477.27,1016.6,1270,0,1270,501.89,80.05,114.53,07/02/2024
19069,MACHADINHO,476.98,1023.6,1277,0,1277,481.38,77.97,112.3,08/02/2024
19069,MACHADINHO,476.68,1024.86,1287,0,1287,455.08,75.83,147.62,09/02/2024
19069,MACHADINHO,476.61,670.84,732,0,732,432.86,75.33,86.46,10/02/2024
19069,MACHADINHO,476.53,579.09,649,0,649,425.88,74.76,60.1,11/02/2024
19069,MACHADINHO,476.3,748.03,949,0,949,408.01,73.11,100.05,12/02/2024
19069,MACHADINHO,476.08,763.77,956,0,956,422.87,71.54,103.39,13/02/2024
19069,MACHADINHO,476.04,1044.05,1079,0,1079,491.02,71.25,194.61,14/02/2024
19069,MACHADINHO,475.88,995.34,1132,0,1132,623.28,70.13,213.42,15/02/2024
19069,MACHADINHO,475.92,1057.9,1024,0,1024,803.15,70.41,270.66,16/02/2024
19069,MACHADINHO,475.91,964.53,973,0,973,985.15,70.34,352.31,17/02/2024
19069,MACHADINHO,475.9,751.53,760,0,760,872.67,70.27,239.91,18/02/2024
19069,MACHADINHO,475.8,1068.24,1153,0,1153,981.34,69.58,249.23,19/02/2024
19069,MACHADINHO,475.82,1065.96,1049,0,1049,1082.35,69.72,183.59,20/02/2024
19069,MACHADINHO,475.86,1084.9,1051,0,1051,980.1,70,185.05,21/02/2024
19069,MACHADINHO,475.57,1012.22,1258,57,1201,804.06,67.99,148.15,22/02/2024
19069,MACHADINHO,475.53,1085.1,1119,0,1119,688.9,67.71,134.46,23/02/2024
19069,MACHADINHO,475.65,644.7,543,0,543,609.26,68.54,86.04,24/02/2024
19069,MACHADINHO,475.96,558.72,296,0,296,551.53,70.69,85.34,25/02/2024
19069,MACHADINHO,475.94,575.06,592,0,592,559.53,70.55,87.4,26/02/2024
19069,MACHADINHO,475.79,861.87,989,0,989,640.12,69.51,279.57,27/02/2024
19069,MACHADINHO,475.74,977.63,1020,0,1020,803.84,69.16,272.43,28/02/2024
19069,MACHADINHO,475.79,1251.37,1209,0,1209,973.6,69.51,320.59,29/02/2024
19069,MACHADINHO,475.93,1206.65,1088,0,1088,993.9,70.48,245.22,01/03/2024
19069,MACHADINHO,475.85,879.21,947,0,947,828.32,69.93,192.89,02/03/2024
19069,MACHADINHO,475.41,526.09,899,0,899,720.96,66.88,125.87,03/03/2024
19069,MACHADINHO,475.29,933.88,1061,0,1061,691.82,66.04,159.39,04/03/2024
19069,MACHADINHO,475.37,849.8,782,0,782,680.38,66.6,58.53,05/03/2024
19069,MACHADINHO,475.53,917.59,782,0,782,849.97,67.71,43.93,06/03/2024
19069,MACHADINHO,475.42,997.78,1091,0,1091,1051.77,66.94,191.48,07/03/2024
19069,MACHADINHO,475.57,1124.12,997,0,997,1169.9,67.99,309.42,08/03/2024
19069,MACHADINHO,475.76,1013.02,852,0,852,1469.02,69.3,348.31,09/03/2024
19069,MACHADINHO,475.72,783.11,817,0,817,1587.71,69.03,287.88,10/03/2024
19069,MACHADINHO,476,1024.29,787,0,787,1476.57,70.97,246.76,11/03/2024
19069,MACHADINHO,476.13,1006.59,893,0,893,1258.95,71.9,195.41,12/03/2024
19069,MACHADINHO,476.42,1117.4,864,0,864,1088,73.97,126.13,13/03/2024
19069,MACHADINHO,476.46,1085.95,1051,0,1051,926.58,74.26,110.87,14/03/2024
19069,MACHADINHO,476.42,1027.05,1062,0,1062,850.27,73.97,103.82,15/03/2024
19069,MACHADINHO,476.41,995.26,1004,0,1004,808.69,73.9,149.97,16/03/2024
19069,MACHADINHO,476.31,944.63,1032,0,1032,898.87,73.18,193.7,17/03/2024
19069,MACHADINHO,476.46,1170.06,1039,0,1039,1069.03,74.26,209.41,18/03/2024
19069,MACHADINHO,476.41,1231.31,1275,0,1275,1023.53,73.9,186.63,19/03/2024
19069,MACHADINHO,476.51,1231.38,1144,0,1144,911.16,74.61,169.11,20/03/2024
19069,MACHADINHO,476.34,1070.46,1219,0,1219,839.81,73.4,186.78,21/03/2024
19069,MACHADINHO,476.07,918.07,1154,0,1154,749.88,71.47,148.58,22/03/2024
19069,MACHADINHO,475.83,712.76,918,0,918,629.32,69.79,155.86,23/03/2024
19069,MACHADINHO,475.88,586.37,544,0,544,549.99,70.13,100.83,24/03/2024
19069,MACHADINHO,475.92,698.9,665,0,665,488.75,70.41,111.63,25/03/2024
19069,MACHADINHO,475.73,859.98,1021,0,1021,461.81,69.09,120.6,26/03/2024
19069,MACHADINHO,475.72,783.53,792,0,792,419.56,69.03,122.08,27/03/2024
19069,MACHADINHO,475.85,660.17,550,0,550,374.33,69.93,82.91,28/03/2024
19069,MACHADINHO,476,424.12,297,0,297,344.21,70.97,81.34,29/03/2024
19069,MACHADINHO,476.22,489.23,297,0,297,355.77,72.54,91.35,30/03/2024
19069,MACHADINHO,476.42,472.76,298,0,298,410.93,73.97,88.35,31/03/2024
19069,MACHADINHO,476.45,908.22,882,0,882,453.74,74.18,87.54,01/04/2024
19069,MACHADINHO,476.19,1026.81,1254,0,1254,417.91,72.33,104.73,02/04/2024
19069,MACHADINHO,475.87,1026.81,1303,0,1303,400.1,70.07,86.77,03/04/2024
19069,MACHADINHO,475.58,1037.22,1283,0,1283,367.26,68.05,98.48,04/04/2024
19069,MACHADINHO,475.21,937.44,1251,0,1251,335.17,65.49,100.36,05/04/2024
19069,MACHADINHO,475.24,508.43,483,77,406,323.07,65.7,54.32,06/04/2024
19069,MACHADINHO,475.36,350.69,249,68,181,332.97,66.53,75.01,07/04/2024
19069,MACHADINHO,475.2,549.41,685,0,685,373.84,65.42,76.66,08/04/2024
19069,MACHADINHO,474.81,728.48,1059,0,1059,363.71,62.71,99.26,09/04/2024
19069,MACHADINHO,474.28,762.82,1212,0,1212,346.52,59.04,98.43,10/04/2024
19069,MACHADINHO,473.71,848.56,1324,0,1324,336.52,55.15,98.57,11/04/2024
19069,MACHADINHO,473.3,887.31,1224,0,1224,333.98,52.39,111.61,12/04/2024
19069,MACHADINHO,473.27,629.37,654,0,654,337.86,52.19,88.46,13/04/2024
19069,MACHADINHO,473.4,645.75,539,0,539,797.35,53.06,410.26,14/04/2024
19069,MACHADINHO,473.49,843.91,770,0,770,961.12,53.67,314.6,15/04/2024
19069,MACHADINHO,473.37,830.46,929,0,929,912.52,52.86,284.95,16/04/2024
19069,MACHADINHO,473.38,771.21,763,0,763,988.03,52.93,312.79,17/04/2024
19069,MACHADINHO,473.44,585.27,536,0,536,1105.29,53.33,208.28,18/04/2024
19069,MACHADINHO,473.87,655.11,302,0,302,1153.61,56.22,216.35,19/04/2024
19069,MACHADINHO,473.99,400.54,302,0,302,962.06,57.03,153.5,20/04/2024
19069,MACHADINHO,474.19,471.24,302,0,302,842.97,58.41,133,21/04/2024
19069,MACHADINHO,474.35,437.6,302,0,302,784.5,59.52,115.17,22/04/2024
19069,MACHADINHO,474.24,602.78,696,0,696,693.97,58.76,143.22,23/04/2024
19069,MACHADINHO,473.75,525.3,934,0,934,645.37,55.42,112.43,24/04/2024
19069,MACHADINHO,473.36,532.73,853,0,853,640.1,52.8,160.48,25/04/2024
19069,MACHADINHO,472.88,573.83,968,0,968,661.08,49.57,120.82,26/04/2024
19069,MACHADINHO,472.75,429.25,536,0,536,604.85,48.7,111.61,27/04/2024
19069,MACHADINHO,473.1,696.41,409,0,409,940.63,51.05,379.07,28/04/2024
19069,MACHADINHO,473.98,1377.65,655,0,655,1696.71,56.96,799.43,29/04/2024
19069,MACHADINHO,474.2,1275.93,1090,0,1090,1684.91,58.48,595.34,30/04/2024
19069,MACHADINHO,474.81,1043.97,527,0,527,1504.39,62.71,359.44,01/05/2024
19069,MACHADINHO,476.8,2716.55,1009,143,866,4147.93,76.69,1741.72,02/05/2024
19069,MACHADINHO,477.22,3131.99,2765,1443,1322,6405.23,79.69,1527.39,03/05/2024
19069,MACHADINHO,478.11,4206.58,3426,2182,1244,6799.92,86.08,1460.63,04/05/2024
19069,MACHADINHO,478.27,5602.02,5458,4373,1085,6101.48,87.26,1282.9,05/05/2024
19069,MACHADINHO,478.64,3263.03,2930,1721,1209,4857.28,89.98,903.56,06/05/2024
19069,MACHADINHO,478.49,2498.99,2634,1386,1248,3411.18,88.88,839.96,07/05/2024
19069,MACHADINHO,478.35,2180.98,2307,1024,1283,2464.94,87.85,620.45,08/05/2024
19069,MACHADINHO,478.31,2279.99,2316,1030,1286,1965.92,87.55,433.16,09/05/2024
19069,MACHADINHO,478.28,1735,1762,489,1273,1675.69,87.33,325.04,10/05/2024
19069,MACHADINHO,478.47,1849.02,1678,710,968,1688.2,88.73,270.77,11/05/2024
19069,MACHADINHO,478.29,2520.99,2683,1872,811,2229.36,87.4,207.19,12/05/2024
19069,MACHADINHO,478.3,2668,2659,1799,860,2580.23,87.48,242.08,13/05/2024
19069,MACHADINHO,478.24,2308,2362,1290,1072,2457.79,87.04,334.73,14/05/2024
19069,MACHADINHO,478.44,1814.01,1634,479,1155,2164.92,88.51,385.75,15/05/2024
19069,MACHADINHO,478.47,1490,1463,286,1177,1667.53,88.73,252.28,16/05/2024
19069,MACHADINHO,478.51,1955.01,1919,647,1272,1692.05,89.02,315.36,17/05/2024
19069,MACHADINHO,478.5,3906.01,3915,2601,1314,2751.33,88.95,510.15,18/05/2024
19069,MACHADINHO,478.53,4090,4063,2764,1299,4177.58,89.17,506.43,19/05/2024
19069,MACHADINHO,478.45,3244.99,3317,2087,1230,4096.31,88.58,340.78,20/05/2024
19069,MACHADINHO,478.58,2084.01,1967,694,1273,3025.59,89.54,185.14,21/05/2024
19069,MACHADINHO,478.55,2302,2329,1057,1272,2471.02,89.32,216.49,22/05/2024
19069,MACHADINHO,478.6,2147,2102,855,1247,2195.2,89.69,277.69,23/05/2024
19069,MACHADINHO,478.76,2987.02,2843,1559,1284,2459.44,90.87,271.75,24/05/2024
19069,MACHADINHO,478.91,3013.02,2878,1591,1287,3075.98,91.97,178.13,25/05/2024
19069,MACHADINHO,478.84,2259.99,2323,1340,983,2674.28,91.46,82.75,26/05/2024
19069,MACHADINHO,478.85,2013,2004,746,1258,2222.86,91.53,84.93,27/05/2024
19069,MACHADINHO,478.94,2311.01,2230,1087,1143,2108.21,92.19,54.22,28/05/2024
19069,MACHADINHO,478.94,2278,2278,1000,1278,2142.16,92.19,106.16,29/05/2024
19069,MACHADINHO,479.01,1678.01,1615,647,968,1931.52,92.71,99.87,30/05/2024
19069,MACHADINHO,478.8,1307.97,1497,581,916,1686.16,91.16,92.77,31/05/2024
19069,MACHADINHO,478.76,1379.99,1416,434,982,1518.82,90.87,127.7,01/06/2024
19069,MACHADINHO,479.25,1405.05,964,101,863,1405.78,94.48,102.6,02/06/2024
19069,MACHADINHO,478.84,1395.96,1765,613,1152,1329.33,91.46,131.65,03/06/2024
19069,MACHADINHO,478.71,1337.99,1455,199,1256,1211.69,90.5,176.04,04/06/2024
19069,MACHADINHO,478.42,1123.97,1385,128,1257,1118.73,88.36,185.83,05/06/2024
19069,MACHADINHO,478.58,1220.02,1076,41,1035,1048.54,89.54,153.41,06/06/2024
19069,MACHADINHO,478.51,1103.99,1167,0,1167,971.48,89.02,123.37,07/06/2024
19069,MACHADINHO,478.66,1091.02,956,0,956,891.89,90.13,126.86,08/06/2024
19069,MACHADINHO,478.5,683.98,828,0,828,849.41,88.95,141.05,09/06/2024
19069,MACHADINHO,478.41,908.98,990,0,990,772.87,88.29,164.87,10/06/2024
19069,MACHADINHO,478.41,1099,1099,0,1099,695.89,88.29,172.83,11/06/2024
19069,MACHADINHO,478.21,1049.98,1230,0,1230,630.75,86.82,152.7,12/06/2024
19069,MACHADINHO,478.1,1031,1130,0,1130,580.94,86,166.91,13/06/2024
19069,MACHADINHO,477.91,1039.34,1208,0,1208,556.76,84.62,164.16,14/06/2024
19069,MACHADINHO,477.98,990.17,929,0,929,527.79,85.13,142.22,15/06/2024
19069,MACHADINHO,477.98,867,867,0,867,529.31,85.13,134.29,16/06/2024
