Código,Nome,Cota (m),Afluência (m³/s),Defluência (m³/s),Vazão Vertida (m³/s),Vazão Turbinada (m³/s),Vazão Natural (m³/s),Volume Útil (%),Vazão Incremental (m³/s),Data da Medição
19069,MACHADINHO,,166.66,166.66,,,168.93,,,01/01/1993
19069,MACHADINHO,,159.86,159.86,,,162.11,,,02/01/1993
19069,MACHADINHO,,153.84,153.84,,,156.06,,,03/01/1993
19069,MACHADINHO,,166.68,166.68,,,168.87,,,04/01/1993
19069,MACHADINHO,,207.86,207.86,,,210.03,,,05/01/1993
19069,MACHADINHO,,324.26,324.26,,,326.41,,,06/01/1993
19069,MACHADINHO,,386.47,386.47,,,388.59,,,07/01/1993
19069,MACHADINHO,,354.74,354.74,,,356.84,,,08/01/1993
19069,MACHADINHO,,344.36,344.36,,,346.44,,,09/01/1993
19069,MACHADINHO,,346.97,346.97,,,349.02,,,10/01/1993
19069,MACHADINHO,,380.44,380.44,,,382.48,,,11/01/1993
19069,MACHADINHO,,422.53,422.53,,,424.54,,,12/01/1993
19069,MACHADINHO,,418.14,418.14,,,420.12,,,13/01/1993
19069,MACHADINHO,,394.58,394.58,,,396.54,,,14/01/1993
19069,MACHADINHO,,370.79,370.79,,,372.73,,,15/01/1993
19069,MACHADINHO,,382.07,382.07,,,384,,,16/01/1993
19069,MACHADINHO,,481.58,481.58,,,483.51,,,17/01/1993
19069,MACHADINHO,,834.75,834.75,,,836.66,,,18/01/1993
19069,MACHADINHO,,931.23,931.23,,,933.14,,,19/01/1993
19069,MACHADINHO,,713.47,713.47,,,715.36,,,20/01/1993
19069,MACHADINHO,,513.9,513.9,,,515.79,,,21/01/1993
19069,MACHADINHO,,403.96,403.96,,,405.84,,,22/01/1993
19069,MACHADINHO,,317.84,317.84,,,319.71,,,23/01/1993
19069,MACHADINHO,,262.11,262.11,,,263.98,,,24/01/1993
19069,MACHADINHO,,246.14,246.14,,,247.99,,,25/01/1993
19069,MACHADINHO,,229.86,229.86,,,231.71,,,26/01/1993
19069,MACHADINHO,,290.81,290.81,,,292.65,,,27/01/1993
19069,MACHADINHO,,387.5,387.5,,,389.33,,,28/01/1993
19069,MACHADINHO,,375.11,375.11,,,376.93,,,29/01/1993
19069,MACHADINHO,,523.18,523.18,,,524.99,,,30/01/1993
19069,MACHADINHO,,726.17,726.17,,,727.97,,,31/01/1993
19069,MACHADINHO,,788.2,788.2,,,789.99,,,01/02/1993
19069,MACHADINHO,,905.92,905.92,,,907.71,,,02/02/1993
19069,MACHADINHO,,939.55,939.55,,,941.33,,,03/02/1993
19069,MACHADINHO,,908.39,908.39,,,910.16,,,04/02/1993
19069,MACHADINHO,,802.86,802.86,,,804.62,,,05/02/1993
19069,MACHADINHO,,720.53,720.53,,,722.28,,,06/02/1993
19069,MACHADINHO,,680.19,680.19,,,681.94,,,07/02/1993
19069,MACHADINHO,,647.57,647.57,,,649.3,,,08/02/1993
19069,MACHADINHO,,584.87,584.87,,,586.6,,,09/02/1993
19069,MACHADINHO,,480.23,480.23,,,481.95,,,10/02/1993
19069,MACHADINHO,,456.57,456.57,,,458.28,,,11/02/1993
19069,MACHADINHO,,421.53,421.53,,,423.23,,,12/02/1993
19069,MACHADINHO,,388.74,388.74,,,390.43,,,13/02/1993
19069,MACHADINHO,,402.7,402.7,,,404.38,,,14/02/1993
19069,MACHADINHO,,434.15,434.15,,,435.83,,,15/02/1993
19069,MACHADINHO,,470.11,470.11,,,471.78,,,16/02/1993
19069,MACHADINHO,,558.95,558.95,,,560.61,,,17/02/1993
19069,MACHADINHO,,632,632,,,633.65,,,18/02/1993
19069,MACHADINHO,,761.47,761.47,,,763.12,,,19/02/1993
19069,MACHADINHO,,763.85,763.85,,,765.49,,,20/02/1993
19069,MACHADINHO,,808.75,808.75,,,810.38,,,21/02/1993
19069,MACHADINHO,,929,929,,,930.62,,,22/02/1993
19069,MACHADINHO,,850.95,850.95,,,852.56,,,23/02/1993
19069,MACHADINHO,,713.31,713.31,,,714.91,,,24/02/1993
19069,MACHADINHO,,654.7,654.7,,,656.29,,,25/02/1993
19069,MACHADINHO,,592.82,592.82,,,594.41,,,26/02/1993
19069,MACHADINHO,,557.15,557.15,,,558.73,,,27/02/1993
19069,MACHADINHO,,529.79,529.79,,,531.36,,,28/02/1993
19069,MACHADINHO,,518.01,518.01,,,519.57,,,01/03/1993
19069,MACHADINHO,,491.96,491.96,,,493.52,,,02/03/1993
19069,MACHADINHO,,490.91,490.91,,,492.46,,,03/03/1993
19069,MACHADINHO,,501.45,501.45,,,502.99,,,04/03/1993
19069,MACHADINHO,,524.6,524.6,,,526.13,,,05/03/1993
19069,MACHADINHO,,535.65,535.65,,,537.17,,,06/03/1993
19069,MACHADINHO,,549.68,549.68,,,551.2,,,07/03/1993
19069,MACHADINHO,,595.77,595.77,,,597.28,,,08/03/1993
19069,MACHADINHO,,743.18,743.18,,,744.67,,,09/03/1993
19069,MACHADINHO,,834.51,834.51,,,836,,,10/03/1993
19069,MACHADINHO,,836.16,836.16,,,837.65,,,11/03/1993
19069,MACHADINHO,,854.49,854.49,,,855.97,,,12/03/1993
19069,MACHADINHO,,784.59,784.59,,,786.05,,,13/03/1993
19069,MACHADINHO,,784.35,784.35,,,785.81,,,14/03/1993
19069,MACHADINHO,,711.05,711.05,,,712.5,,,15/03/1993
19069,MACHADINHO,,658.44,658.44,,,659.89,,,16/03/1993
19069,MACHADINHO,,626.09,626.09,,,627.53,,,17/03/1993
19069,MACHADINHO,,587.87,587.87,,,589.31,,,18/03/1993
19069,MACHADINHO,,563.05,563.05,,,564.48,,,19/03/1993
19069,MACHADINHO,,546.96,546.96,,,548.38,,,20/03/1993
19069,MACHADINHO,,546.64,546.64,,,548.05,,,21/03/1993
19069,MACHADINHO,,527.88,527.88,,,529.29,,,22/03/1993
19069,MACHADINHO,,495.62,495.62,,,497.02,,,23/03/1993
19069,MACHADINHO,,444.02,444.02,,,445.41,,,24/03/1993
19069,MACHADINHO,,410.12,410.12,,,411.51,,,25/03/1993
19069,MACHADINHO,,405.77,405.77,,,407.16,,,26/03/1993
19069,MACHADINHO,,427.75,427.75,,,429.13,,,27/03/1993
19069,MACHADINHO,,480.47,480.47,,,481.84,,,28/03/1993
19069,MACHADINHO,,469.44,469.44,,,470.81,,,29/03/1993
19069,MACHADINHO,,468.33,468.33,,,469.69,,,30/03/1993
19069,MACHADINHO,,446.47,446.47,,,447.83,,,31/03/1993
19069,MACHADINHO,,466.7,466.7,,,468.05,,,01/04/1993
19069,MACHADINHO,,467.22,467.22,,,468.57,,,02/04/1993
19069,MACHADINHO,,519.13,519.13,,,520.47,,,03/04/1993
19069,MACHADINHO,,480.27,480.27,,,481.61,,,04/04/1993
19069,MACHADINHO,,453.54,453.54,,,454.86,,,05/04/1993
19069,MACHADINHO,,425.4,425.4,,,426.72,,,06/04/1993
19069,MACHADINHO,,374.1,374.1,,,375.41,,,07/04/1993
19069,MACHADINHO,,354.9,354.9,,,356.21,,,08/04/1993
19069,MACHADINHO,,378.2,378.2,,,379.5,,,09/04/1993
19069,MACHADINHO,,472.11,472.11,,,473.41,,,10/04/1993
19069,MACHADINHO,,458.02,458.02,,,459.31,,,11/04/1993
19069,MACHADINHO,,379.58,379.58,,,380.87,,,12/04/1993
19069,MACHADINHO,,333.82,333.82,,,335.1,,,13/04/1993
19069,MACHADINHO,,300.69,300.69,,,301.96,,,14/04/1993
19069,MACHADINHO,,276.38,276.38,,,277.65,,,15/04/1993
19069,MACHADINHO,,268.34,268.34,,,269.6,,,16/04/1993
19069,MACHADINHO,,297.23,297.23,,,298.49,,,17/04/1993
19069,MACHADINHO,,465.19,465.19,,,466.45,,,18/04/1993
19069,MACHADINHO,,576.98,576.98,,,578.24,,,19/04/1993
19069,MACHADINHO,,465.54,465.54,,,466.79,,,20/04/1993
19069,MACHADINHO,,395.84,395.84,,,397.09,,,21/04/1993
19069,MACHADINHO,,343.05,343.05,,,344.3,,,22/04/1993
19069,MACHADINHO,,315.73,315.73,,,316.97,,,23/04/1993
19069,MACHADINHO,,303.01,303.01,,,304.25,,,24/04/1993
19069,MACHADINHO,,298.35,298.35,,,299.59,,,25/04/1993
19069,MACHADINHO,,304.18,304.18,,,305.41,,,26/04/1993
19069,MACHADINHO,,339.72,339.72,,,340.95,,,27/04/1993
19069,MACHADINHO,,557.77,557.77,,,559,,,28/04/1993
19069,MACHADINHO,,675.02,675.02,,,676.24,,,29/04/1993
19069,MACHADINHO,,614.95,614.95,,,616.17,,,30/04/1993
19069,MACHADINHO,,513.52,513.52,,,514.74,,,01/05/1993
19069,MACHADINHO,,435.6,435.6,,,436.82,,,02/05/1993
19069,MACHADINHO,,364.71,364.71,,,365.93,,,03/05/1993
19069,MACHADINHO,,338.1,338.1,,,339.31,,,04/05/1993
19069,MACHADINHO,,468.18,468.18,,,469.38,,,05/05/1993
19069,MACHADINHO,,1244.72,1244.72,,,1245.92,,,06/05/1993
19069,MACHADINHO,,1476.31,1476.31,,,1477.51,,,07/05/1993
19069,MACHADINHO,,1224.21,1224.21,,,1225.4,,,08/05/1993
19069,MACHADINHO,,1028.38,1028.38,,,1029.57,,,09/05/1993
19069,MACHADINHO,,824.4,824.4,,,825.59,,,10/05/1993
19069,MACHADINHO,,716.16,716.16,,,717.35,,,11/05/1993
19069,MACHADINHO,,893.13,893.13,,,894.32,,,12/05/1993
19069,MACHADINHO,,1714.67,1714.67,,,1715.85,,,13/05/1993
19069,MACHADINHO,,1869.56,1869.56,,,1870.74,,,14/05/1993
19069,MACHADINHO,,1891.82,1891.82,,,1893,,,15/05/1993
19069,MACHADINHO,,1357.52,1357.52,,,1358.7,,,16/05/1993
19069,MACHADINHO,,1032.26,1032.26,,,1033.44,,,17/05/1993
19069,MACHADINHO,,841.01,841.01,,,842.19,,,18/05/1993
19069,MACHADINHO,,723.77,723.77,,,724.95,,,19/05/1993
19069,MACHADINHO,,628.95,628.95,,,630.13,,,20/05/1993
19069,MACHADINHO,,555.2,555.2,,,556.38,,,21/05/1993
19069,MACHADINHO,,481.05,481.05,,,482.23,,,22/05/1993
19069,MACHADINHO,,450.41,450.41,,,451.59,,,23/05/1993
19069,MACHADINHO,,423.41,423.41,,,424.59,,,24/05/1993
19069,MACHADINHO,,397.65,397.65,,,398.83,,,25/05/1993
19069,MACHADINHO,,384.51,384.51,,,385.7,,,26/05/1993
19069,MACHADINHO,,392.45,392.45,,,393.63,,,27/05/1993
19069,MACHADINHO,,408.98,408.98,,,410.16,,,28/05/1993
19069,MACHADINHO,,414.06,414.06,,,415.25,,,29/05/1993
19069,MACHADINHO,,415.81,415.81,,,417,,,30/05/1993
19069,MACHADINHO,,584.12,584.12,,,585.31,,,31/05/1993
19069,MACHADINHO,,1137.52,1137.52,,,1138.71,,,01/06/1993
19069,MACHADINHO,,1063,1063,,,1064.19,,,02/06/1993
19069,MACHADINHO,,811.93,811.93,,,813.12,,,03/06/1993
19069,MACHADINHO,,841.66,841.66,,,842.85,,,04/06/1993
19069,MACHADINHO,,1624.78,1624.78,,,1625.98,,,05/06/1993
19069,MACHADINHO,,1790.6,1790.6,,,1791.79,,,06/06/1993
19069,MACHADINHO,,1328.56,1328.56,,,1329.75,,,07/06/1993
19069,MACHADINHO,,1065.77,1065.77,,,1066.96,,,08/06/1993
19069,MACHADINHO,,936.3,936.3,,,937.5,,,09/06/1993
19069,MACHADINHO,,836.98,836.98,,,838.18,,,10/06/1993
19069,MACHADINHO,,757.92,757.92,,,759.12,,,11/06/1993
19069,MACHADINHO,,692.88,692.88,,,694.07,,,12/06/1993
19069,MACHADINHO,,634.2,634.2,,,635.39,,,13/06/1993
19069,MACHADINHO,,596.21,596.21,,,597.41,,,14/06/1993
19069,MACHADINHO,,563.14,563.14,,,564.34,,,15/06/1993
19069,MACHADINHO,,550.37,550.37,,,551.56,,,16/06/1993
19069,MACHADINHO,,603.82,603.82,,,605.02,,,17/06/1993
19069,MACHADINHO,,732.16,732.16,,,733.36,,,18/06/1993
19069,MACHADINHO,,935.39,935.39,,,936.59,,,19/06/1993
19069,MACHADINHO,,1064.79,1064.79,,,1066,,,20/06/1993
19069,MACHADINHO,,908.82,908.82,,,910.02,,,21/06/1993
19069,MACHADINHO,,747.84,747.84,,,749.04,,,22/06/1993
19069,MACHADINHO,,657,657,,,658.21,,,23/06/1993
19069,MACHADINHO,,590.98,590.98,,,592.19,,,24/06/1993
19069,MACHADINHO,,575.8,575.8,,,577.01,,,25/06/1993
19069,MACHADINHO,,644.26,644.26,,,645.46,,,26/06/1993
19069,MACHADINHO,,627.03,627.03,,,628.24,,,27/06/1993
19069,MACHADINHO,,552.93,552.93,,,554.14,,,28/06/1993
19069,MACHADINHO,,510.01,510.01,,,511.22,,,29/06/1993
19069,MACHADINHO,,477.25,477.25,,,478.47,,,30/06/1993
19069,MACHADINHO,,459.88,459.88,,,461.09,,,01/07/1993
19069,MACHADINHO,,1111.69,1111.69,,,1112.91,,,02/07/1993
19069,MACHADINHO,,4930.17,4930.17,,,4931.38,,,03/07/1993
19069,MACHADINHO,,8334.48,8334.48,,,8335.69,,,04/07/1993
19069,MACHADINHO,,10873.51,10873.51,,,10874.72,,,05/07/1993
19069,MACHADINHO,,6037.85,6037.85,,,6039.07,,,06/07/1993
19069,MACHADINHO,,4727.87,4727.87,,,4729.08,,,07/07/1993
19069,MACHADINHO,,3622,3622,,,3623.22,,,08/07/1993
19069,MACHADINHO,,2836.01,2836.01,,,2837.22,,,09/07/1993
19069,MACHADINHO,,2403.02,2403.02,,,2404.24,,,10/07/1993
19069,MACHADINHO,,2476.94,2476.94,,,2478.16,,,11/07/1993
19069,MACHADINHO,,3415.86,3415.86,,,3417.08,,,12/07/1993
19069,MACHADINHO,,2915.2,2915.2,,,2916.43,,,13/07/1993
19069,MACHADINHO,,2479.26,2479.26,,,2480.48,,,14/07/1993
19069,MACHADINHO,,2183.73,2183.73,,,2184.96,,,15/07/1993
19069,MACHADINHO,,1906.71,1906.71,,,1907.95,,,16/07/1993
19069,MACHADINHO,,1757.74,1757.74,,,1759.01,,,17/07/1993
19069,MACHADINHO,,1804.17,1804.17,,,1805.45,,,18/07/1993
19069,MACHADINHO,,1811.75,1811.75,,,1813.05,,,19/07/1993
19069,MACHADINHO,,1665.95,1665.95,,,1667.27,,,20/07/1993
19069,MACHADINHO,,1496.49,1496.49,,,1497.83,,,21/07/1993
19069,MACHADINHO,,1325.07,1325.07,,,1326.42,,,22/07/1993
19069,MACHADINHO,,1183.46,1183.46,,,1184.83,,,23/07/1993
19069,MACHADINHO,,1073.35,1073.35,,,1074.74,,,24/07/1993
19069,MACHADINHO,,980.83,980.83,,,982.24,,,25/07/1993
19069,MACHADINHO,,885.32,885.32,,,886.75,,,26/07/1993
19069,MACHADINHO,,778.65,778.65,,,780.09,,,27/07/1993
19069,MACHADINHO,,684.61,684.61,,,686.07,,,28/07/1993
19069,MACHADINHO,,666.64,666.64,,,668.13,,,29/07/1993
19069,MACHADINHO,,888.98,888.98,,,890.48,,,30/07/1993
19069,MACHADINHO,,1084.76,1084.76,,,1086.28,,,31/07/1993
19069,MACHADINHO,,981.74,981.74,,,983.27,,,01/08/1993
19069,MACHADINHO,,843.04,843.04,,,844.6,,,02/08/1993
19069,MACHADINHO,,706.15,706.15,,,707.72,,,03/08/1993
19069,MACHADINHO,,654.91,654.91,,,656.5,,,04/08/1993
19069,MACHADINHO,,598.09,598.09,,,599.7,,,05/08/1993
19069,MACHADINHO,,541.3,541.3,,,542.93,,,06/08/1993
19069,MACHADINHO,,509.43,509.43,,,511.08,,,07/08/1993
19069,MACHADINHO,,479.53,479.53,,,481.2,,,08/08/1993
19069,MACHADINHO,,455.07,455.07,,,456.76,,,09/08/1993
19069,MACHADINHO,,453.71,453.71,,,455.41,,,10/08/1993
19069,MACHADINHO,,471.45,471.45,,,473.17,,,11/08/1993
19069,MACHADINHO,,484.42,484.42,,,486.16,,,12/08/1993
19069,MACHADINHO,,453.19,453.19,,,454.95,,,13/08/1993
19069,MACHADINHO,,417.75,417.75,,,419.52,,,14/08/1993
19069,MACHADINHO,,390.02,390.02,,,391.82,,,15/08/1993
19069,MACHADINHO,,371.94,371.94,,,373.72,,,16/08/1993
19069,MACHADINHO,,358.73,358.73,,,360.5,,,17/08/1993
19069,MACHADINHO,,348.61,348.61,,,350.37,,,18/08/1993
19069,MACHADINHO,,353.33,353.33,,,355.08,,,19/08/1993
19069,MACHADINHO,,353.96,353.96,,,355.7,,,20/08/1993
19069,MACHADINHO,,351.67,351.67,,,353.4,,,21/08/1993
19069,MACHADINHO,,340.38,340.38,,,342.1,,,22/08/1993
19069,MACHADINHO,,337.05,337.05,,,338.75,,,23/08/1993
19069,MACHADINHO,,340.58,340.58,,,342.27,,,24/08/1993
19069,MACHADINHO,,354.19,354.19,,,355.87,,,25/08/1993
19069,MACHADINHO,,368.8,368.8,,,370.48,,,26/08/1993
19069,MACHADINHO,,369.08,369.08,,,370.75,,,27/08/1993
19069,MACHADINHO,,342.07,342.07,,,343.73,,,28/08/1993
19069,MACHADINHO,,319.02,319.02,,,320.67,,,29/08/1993
19069,MACHADINHO,,300.18,300.18,,,301.81,,,30/08/1993
19069,MACHADINHO,,315.05,315.05,,,316.67,,,31/08/1993
19069,MACHADINHO,,325.92,325.92,,,327.53,,,01/09/1993
19069,MACHADINHO,,363.39,363.39,,,365,,,02/09/1993
19069,MACHADINHO,,396.71,396.71,,,398.31,,,03/09/1993
19069,MACHADINHO,,357.02,357.02,,,358.6,,,04/09/1993
19069,MACHADINHO,,339.3,339.3,,,340.87,,,05/09/1993
19069,MACHADINHO,,321.12,321.12,,,322.68,,,06/09/1993
19069,MACHADINHO,,309.21,309.21,,,310.76,,,07/09/1993
19069,MACHADINHO,,287.65,287.65,,,289.19,,,08/09/1993
19069,MACHADINHO,,271.54,271.54,,,273.07,,,09/09/1993
19069,MACHADINHO,,274.07,274.07,,,275.58,,,10/09/1993
19069,MACHADINHO,,237.78,237.78,,,239.28,,,11/09/1993
19069,MACHADINHO,,242.02,242.02,,,243.52,,,12/09/1993
19069,MACHADINHO,,240.79,240.79,,,242.28,,,13/09/1993
19069,MACHADINHO,,230.58,230.58,,,232.06,,,14/09/1993
19069,MACHADINHO,,248.54,248.54,,,250.01,,,15/09/1993
19069,MACHADINHO,,221.76,221.76,,,223.23,,,16/09/1993
19069,MACHADINHO,,214.16,214.16,,,215.64,,,17/09/1993
19069,MACHADINHO,,216.96,216.96,,,218.45,,,18/09/1993
19069,MACHADINHO,,272.21,272.21,,,273.71,,,19/09/1993
19069,MACHADINHO,,726.49,726.49,,,727.99,,,20/09/1993
19069,MACHADINHO,,1910.77,1910.77,,,1912.28,,,21/09/1993
19069,MACHADINHO,,2539.18,2539.18,,,2540.71,,,22/09/1993
19069,MACHADINHO,,2672.5,2672.5,,,2674.03,,,23/09/1993
19069,MACHADINHO,,2681.63,2681.63,,,2683.17,,,24/09/1993
19069,MACHADINHO,,2457.16,2457.16,,,2458.71,,,25/09/1993
19069,MACHADINHO,,2143.66,2143.66,,,2145.22,,,26/09/1993
19069,MACHADINHO,,2369.47,2369.47,,,2371.04,,,27/09/1993
19069,MACHADINHO,,2744.67,2744.67,,,2746.25,,,28/09/1993
19069,MACHADINHO,,2123.33,2123.33,,,2124.92,,,29/09/1993
19069,MACHADINHO,,1902.74,1902.74,,,1904.34,,,30/09/1993
19069,MACHADINHO,,1892.91,1892.91,,,1894.52,,,01/10/1993
19069,MACHADINHO,,1723.7,1723.7,,,1725.31,,,02/10/1993
19069,MACHADINHO,,1802.21,1802.21,,,1803.83,,,03/10/1993
19069,MACHADINHO,,2927.32,2927.32,,,2928.95,,,04/10/1993
19069,MACHADINHO,,3944.88,3944.88,,,3946.51,,,05/10/1993
19069,MACHADINHO,,3435.95,3435.95,,,3437.59,,,06/10/1993
19069,MACHADINHO,,2457.54,2457.54,,,2459.19,,,07/10/1993
19069,MACHADINHO,,1922.64,1922.64,,,1924.3,,,08/10/1993
19069,MACHADINHO,,1602.66,1602.66,,,1604.33,,,09/10/1993
19069,MACHADINHO,,1386.98,1386.98,,,1388.66,,,10/10/1993
19069,MACHADINHO,,1229.83,1229.83,,,1231.52,,,11/10/1993
19069,MACHADINHO,,1067.05,1067.05,,,1068.75,,,12/10/1993
19069,MACHADINHO,,972.12,972.12,,,973.82,,,13/10/1993
19069,MACHADINHO,,890.83,890.83,,,892.54,,,14/10/1993
19069,MACHADINHO,,809.91,809.91,,,811.64,,,15/10/1993
19069,MACHADINHO,,773.44,773.44,,,775.19,,,16/10/1993
19069,MACHADINHO,,697.07,697.07,,,698.84,,,17/10/1993
19069,MACHADINHO,,652.85,652.85,,,654.64,,,18/10/1993
19069,MACHADINHO,,702.61,702.61,,,704.43,,,19/10/1993
19069,MACHADINHO,,720.91,720.91,,,722.75,,,20/10/1993
19069,MACHADINHO,,688.24,688.24,,,690.1,,,21/10/1993
19069,MACHADINHO,,671.34,671.34,,,673.22,,,22/10/1993
19069,MACHADINHO,,754.79,754.79,,,756.7,,,23/10/1993
19069,MACHADINHO,,1010.23,1010.23,,,1012.16,,,24/10/1993
19069,MACHADINHO,,1055.33,1055.33,,,1057.29,,,25/10/1993
19069,MACHADINHO,,1376.13,1376.13,,,1378.11,,,26/10/1993
19069,MACHADINHO,,1392.03,1392.03,,,1394.03,,,27/10/1993
19069,MACHADINHO,,1188.6,1188.6,,,1190.62,,,28/10/1993
19069,MACHADINHO,,983.95,983.95,,,986,,,29/10/1993
19069,MACHADINHO,,845.01,845.01,,,847.08,,,30/10/1993
19069,MACHADINHO,,744.84,744.84,,,746.93,,,31/10/1993
19069,MACHADINHO,,691.86,691.86,,,693.98,,,01/11/1993
19069,MACHADINHO,,639.96,639.96,,,642.1,,,02/11/1993
19069,MACHADINHO,,585.26,585.26,,,587.42,,,03/11/1993
19069,MACHADINHO,,521.07,521.07,,,523.26,,,04/11/1993
19069,MACHADINHO,,475.23,475.23,,,477.44,,,05/11/1993
19069,MACHADINHO,,447.85,447.85,,,450.08,,,06/11/1993
19069,MACHADINHO,,435,435,,,437.25,,,07/11/1993
19069,MACHADINHO,,427.64,427.64,,,429.91,,,08/11/1993
19069,MACHADINHO,,396.62,396.62,,,398.91,,,09/11/1993
19069,MACHADINHO,,359.15,359.15,,,361.47,,,10/11/1993
19069,MACHADINHO,,331.23,331.23,,,333.58,,,11/11/1993
19069,MACHADINHO,,316.37,316.37,,,318.74,,,12/11/1993
19069,MACHADINHO,,324.04,324.04,,,326.43,,,13/11/1993
19069,MACHADINHO,,332.77,332.77,,,335.18,,,14/11/1993
19069,MACHADINHO,,378.24,378.24,,,380.67,,,15/11/1993
19069,MACHADINHO,,492.79,492.79,,,495.21,,,16/11/1993
19069,MACHADINHO,,582.7,582.7,,,585.1,,,17/11/1993
19069,MACHADINHO,,728.34,728.34,,,730.73,,,18/11/1993
19069,MACHADINHO,,720.99,720.99,,,723.37,,,19/11/1993
19069,MACHADINHO,,596.43,596.43,,,598.79,,,20/11/1993
19069,MACHADINHO,,504.05,504.05,,,506.4,,,21/11/1993
19069,MACHADINHO,,433.69,433.69,,,436.03,,,22/11/1993
19069,MACHADINHO,,365.42,365.42,,,367.75,,,23/11/1993
19069,MACHADINHO,,344.23,344.23,,,346.54,,,24/11/1993
19069,MACHADINHO,,340,340,,,342.3,,,25/11/1993
19069,MACHADINHO,,339.43,339.43,,,341.72,,,26/11/1993
19069,MACHADINHO,,425.84,425.84,,,428.11,,,27/11/1993
19069,MACHADINHO,,487.49,487.49,,,489.75,,,28/11/1993
19069,MACHADINHO,,494.88,494.88,,,497.12,,,29/11/1993
19069,MACHADINHO,,509.99,509.99,,,512.22,,,30/11/1993
19069,MACHADINHO,,593.85,593.85,,,596.06,,,01/12/1993
19069,MACHADINHO,,711.36,711.36,,,713.56,,,02/12/1993
19069,MACHADINHO,,642.49,642.49,,,644.68,,,03/12/1993
19069,MACHADINHO,,567.2,567.2,,,569.37,,,04/12/1993
19069,MACHADINHO,,740.98,740.98,,,743.14,,,05/12/1993
19069,MACHADINHO,,1580.12,1580.12,,,1582.26,,,06/12/1993
19069,MACHADINHO,,1947.64,1947.64,,,1949.77,,,07/12/1993
19069,MACHADINHO,,1729.65,1729.65,,,1731.77,,,08/12/1993
19069,MACHADINHO,,1670.58,1670.58,,,1672.68,,,09/12/1993
19069,MACHADINHO,,1966.64,1966.64,,,1968.73,,,10/12/1993
19069,MACHADINHO,,1540.61,1540.61,,,1542.69,,,11/12/1993
19069,MACHADINHO,,1311.79,1311.79,,,1313.86,,,12/12/1993
19069,MACHADINHO,,1052.3,1052.3,,,1054.35,,,13/12/1993
19069,MACHADINHO,,919.88,919.88,,,921.92,,,14/12/1993
19069,MACHADINHO,,1062.56,1062.56,,,1064.58,,,15/12/1993
19069,MACHADINHO,,1240.12,1240.12,,,1242.16,,,16/12/1993
19069,MACHADINHO,,1141.28,1141.28,,,1143.34,,,17/12/1993
19069,MACHADINHO,,920.4,920.4,,,922.48,,,18/12/1993
19069,MACHADINHO,,777.89,777.89,,,779.99,,,19/12/1993
19069,MACHADINHO,,717.31,717.31,,,719.43,,,20/12/1993
19069,MACHADINHO,,662.28,662.28,,,664.43,,,21/12/1993
19069,MACHADINHO,,606.93,606.93,,,609.09,,,22/12/1993
19069,MACHADINHO,,541.11,541.11,,,543.3,,,23/12/1993
19069,MACHADINHO,,474.77,474.77,,,476.98,,,24/12/1993
19069,MACHADINHO,,436.74,436.74,,,438.97,,,25/12/1993
19069,MACHADINHO,,408.79,408.79,,,411.04,,,26/12/1993
19069,MACHADINHO,,401.55,401.55,,,403.82,,,27/12/1993
19069,MACHADINHO,,422.11,422.11,,,424.4,,,28/12/1993
19069,MACHADINHO,,590.43,590.43,,,592.75,,,29/12/1993
19069,MACHADINHO,,751.34,751.34,,,753.67,,,30/12/1993
19069,MACHADINHO,,749.13,749.13,,,751.49,,,31/12/1993
19069,MACHADINHO,,624.14,624.14,,,626.52,,,01/01/1994
19069,MACHADINHO,,531.41,531.41,,,533.81,,,02/01/1994
19069,MACHADINHO,,480.71,480.71,,,483.13,,,03/01/1994
19069,MACHADINHO,,426.25,426.25,,,428.69,,,04/01/1994
19069,MACHADINHO,,378.84,378.84,,,381.3,,,05/01/1994
19069,MACHADINHO,,348.59,348.59,,,351.07,,,06/01/1994
19069,MACHADINHO,,334.26,334.26,,,336.76,,,07/01/1994
19069,MACHADINHO,,321.81,321.81,,,324.33,,,08/01/1994
19069,MACHADINHO,,355.28,355.28,,,357.82,,,09/01/1994
19069,MACHADINHO,,583.99,583.99,,,586.55,,,10/01/1994
19069,MACHADINHO,,633.14,633.14,,,635.72,,,11/01/1994
19069,MACHADINHO,,507.87,507.87,,,510.48,,,12/01/1994
19069,MACHADINHO,,417.42,417.42,,,420.05,,,13/01/1994
19069,MACHADINHO,,364.09,364.09,,,366.74,,,14/01/1994
19069,MACHADINHO,,334.75,334.75,,,337.41,,,15/01/1994
19069,MACHADINHO,,325.68,325.68,,,328.31,,,16/01/1994
19069,MACHADINHO,,324.71,324.71,,,327.31,,,17/01/1994
19069,MACHADINHO,,319.88,319.88,,,322.44,,,18/01/1994
19069,MACHADINHO,,326.68,326.68,,,329.21,,,19/01/1994
19069,MACHADINHO,,331.18,331.18,,,333.67,,,20/01/1994
19069,MACHADINHO,,320.84,320.84,,,323.3,,,21/01/1994
19069,MACHADINHO,,308.74,308.74,,,311.16,,,22/01/1994
19069,MACHADINHO,,284.56,284.56,,,286.94,,,23/01/1994
19069,MACHADINHO,,259.59,259.59,,,261.94,,,24/01/1994
19069,MACHADINHO,,249.96,249.96,,,252.27,,,25/01/1994
19069,MACHADINHO,,254.77,254.77,,,257.06,,,26/01/1994
