Código,Nome,Cota (m),Afluência (m³/s),Defluência (m³/s),Vazão Vertida (m³/s),Vazão Turbinada (m³/s),Vazão Natural (m³/s),Volume Útil (%),Vazão Incremental (m³/s),Data da Medição
19069,MACHADINHO,476.66,468.43,416,0,416,351.55,75.69,88.03,16/07/2018
19069,MACHADINHO,476.79,528.66,415,0,415,530.67,76.62,76.74,17/07/2018
19069,MACHADINHO,476.89,500.38,413,0,413,846.85,77.33,71.92,18/07/2018
19069,MACHADINHO,476.98,492.59,414,0,414,696.42,77.97,66.19,19/07/2018
19069,MACHADINHO,477.09,511.18,415,0,415,497.39,78.76,78.1,20/07/2018
19069,MACHADINHO,477.01,332.09,402,0,402,429.23,78.19,87.5,21/07/2018
19069,MACHADINHO,476.82,202.91,369,0,369,412.49,76.83,96.84,22/07/2018
19069,MACHADINHO,476.68,564.66,687,0,687,390.37,75.83,98.16,23/07/2018
19069,MACHADINHO,476.42,612.8,840,0,840,386.12,73.97,83.4,24/07/2018
19069,MACHADINHO,476.28,717.78,840,0,840,487.52,72.97,118.28,25/07/2018
19069,MACHADINHO,476.21,782.77,844,0,844,800.62,72.47,129.51,26/07/2018
19069,MACHADINHO,476.16,802.37,846,0,846,1121.12,72.11,165.09,27/07/2018
19069,MACHADINHO,476.15,503.2,512,0,512,812.8,72.04,116.83,28/07/2018
19069,MACHADINHO,476.19,334.95,300,0,300,633.33,72.33,135.78,29/07/2018
19069,MACHADINHO,476.27,709.91,640,0,640,567.37,72.9,131.22,30/07/2018
19069,MACHADINHO,476.17,754.62,842,0,842,495.43,72.18,115,31/07/2018
19069,MACHADINHO,476.03,728.66,851,0,851,451.4,71.18,107.24,01/08/2018
19069,MACHADINHO,475.88,725.11,853,0,853,396.71,70.13,92.08,02/08/2018
19069,MACHADINHO,475.63,641.08,853,0,853,366.34,68.4,90.87,03/08/2018
19069,MACHADINHO,475.49,530.37,649,0,649,355.52,67.43,76.73,04/08/2018
19069,MACHADINHO,475.55,352.93,302,0,302,384.08,67.85,77.74,05/08/2018
19069,MACHADINHO,475.33,459.54,646,0,646,381.16,66.32,84.59,06/08/2018
19069,MACHADINHO,474.83,440.27,864,0,864,332.54,62.85,76.93,07/08/2018
19069,MACHADINHO,474.55,631.62,869,0,869,391.42,60.91,139.59,08/08/2018
19069,MACHADINHO,474.2,571.47,868,0,868,476.22,58.48,102.55,09/08/2018
19069,MACHADINHO,473.95,669.35,880,0,880,681.82,56.76,163.33,10/08/2018
19069,MACHADINHO,473.79,528.63,660,0,660,531.15,55.69,125.39,11/08/2018
19069,MACHADINHO,473.9,398.39,308,0,308,437.41,56.42,91.69,12/08/2018
19069,MACHADINHO,473.66,474.89,672,0,672,402.75,54.81,112.76,13/08/2018
19069,MACHADINHO,473.4,666.46,880,0,880,383.98,53.06,123.47,14/08/2018
19069,MACHADINHO,473.12,649.02,879,0,879,342.28,51.18,94.44,15/08/2018
19069,MACHADINHO,472.84,657.14,887,0,887,338.7,49.3,93.75,16/08/2018
19069,MACHADINHO,472.46,561.96,874,0,874,306.21,46.75,92.09,17/08/2018
19069,MACHADINHO,472.47,546.22,538,0,538,288.14,46.82,65.09,18/08/2018
19069,MACHADINHO,472.53,321.19,272,30,242,255.25,47.22,57.88,19/08/2018
19069,MACHADINHO,472.68,520.26,397,0,397,284.66,48.23,87.24,20/08/2018
19069,MACHADINHO,473,697.73,435,0,435,557.06,50.38,170.65,21/08/2018
19069,MACHADINHO,473.43,832.12,479,36,443,972.99,53.27,179.58,22/08/2018
19069,MACHADINHO,473.4,842.35,867,0,867,1103.55,53.06,194.08,23/08/2018
19069,MACHADINHO,473.37,846.35,871,0,871,1041.62,52.86,229.15,24/08/2018
19069,MACHADINHO,473.83,882.78,505,0,505,1005.6,55.95,234.32,25/08/2018
19069,MACHADINHO,474.03,471.05,306,0,306,1001.86,57.3,189.16,26/08/2018
19069,MACHADINHO,474.47,865.92,493,0,493,956.6,60.36,164.94,27/08/2018
19069,MACHADINHO,474.6,887.07,777,0,777,789.46,61.26,119.24,28/08/2018
19069,MACHADINHO,474.66,917.93,867,0,867,698.74,61.67,125.95,29/08/2018
19069,MACHADINHO,474.63,839.54,865,0,865,641.05,61.47,124.21,30/08/2018
19069,MACHADINHO,474.82,806,645,0,645,577.2,62.78,111.28,31/08/2018
19069,MACHADINHO,475.85,1173.92,301,0,301,1370.09,69.93,385.07,01/09/2018
19069,MACHADINHO,476.99,1290.25,298,0,298,3042.52,78.05,707.14,02/09/2018
19069,MACHADINHO,478.1,1589.57,617,0,617,3724.62,86.01,798.99,03/09/2018
19069,MACHADINHO,479.29,2138.06,1067,242,825,3792.28,94.77,708.44,04/09/2018
19069,MACHADINHO,479.54,2033,1808,970,838,3224.34,96.61,301.89,05/09/2018
19069,MACHADINHO,479.74,1766.09,1586,760,826,2453.9,98.08,184.04,06/09/2018
19069,MACHADINHO,479.83,1347.02,1266,448,818,1857.37,98.75,113.11,07/09/2018
19069,MACHADINHO,479.93,1250.93,1161,345,816,1547.26,99.48,103.7,08/09/2018
19069,MACHADINHO,479.88,972.98,1018,197,821,1318.75,99.12,92.39,09/09/2018
19069,MACHADINHO,480.05,1086.4,932,109,823,1117.63,100.38,68.7,10/09/2018
19069,MACHADINHO,479.91,1060.69,1188,359,829,958.41,99.34,75.79,11/09/2018
19069,MACHADINHO,479.95,1063,1027,200,827,893.43,99.63,94.15,12/09/2018
19069,MACHADINHO,479.87,1060.01,1132,305,827,852.31,99.04,114.76,13/09/2018
19069,MACHADINHO,479.73,1161.96,1288,353,935,908.75,98.01,191.81,14/09/2018
19069,MACHADINHO,479.82,1255.02,1174,352,822,1077.44,98.67,288.5,15/09/2018
19069,MACHADINHO,479.81,1013.97,1023,207,816,1108.81,98.6,262.3,16/09/2018
19069,MACHADINHO,479.98,1093.01,940,101,839,1127.63,99.85,282.6,17/09/2018
19069,MACHADINHO,479.84,1168.96,1295,402,893,1157.47,98.82,260.68,18/09/2018
19069,MACHADINHO,479.94,1171.05,1081,201,880,1225.3,99.56,230.82,19/09/2018
19069,MACHADINHO,479.88,1073.95,1128,261,867,1077.17,99.12,182.32,20/09/2018
19069,MACHADINHO,479.91,1080.08,1053,192,861,862.12,99.34,150.34,21/09/2018
19069,MACHADINHO,479.97,941.94,888,73,815,766.35,99.78,144.57,22/09/2018
19069,MACHADINHO,479.92,840.98,886,73,813,690.28,99.41,127.04,23/09/2018
19069,MACHADINHO,479.91,977.09,986,27,959,704.46,99.34,154.37,24/09/2018
19069,MACHADINHO,479.7,1038,1227,0,1227,739.87,97.79,159.58,25/09/2018
19069,MACHADINHO,479.29,853.9,1223,0,1223,715.02,94.77,147.67,26/09/2018
19069,MACHADINHO,478.82,804.97,1228,0,1228,679.64,91.31,141.74,27/09/2018
19069,MACHADINHO,478.34,751.94,1184,0,1184,666.9,87.77,162.1,28/09/2018
19069,MACHADINHO,477.89,652.8,1055,0,1055,543.4,84.48,102.48,29/09/2018
19069,MACHADINHO,477.36,505.92,969,0,969,527.51,80.69,125.82,30/09/2018
19069,MACHADINHO,477.01,856.21,1162,0,1162,536.86,78.19,155.67,01/10/2018
19069,MACHADINHO,476.7,850.05,1121,0,1121,533.35,75.97,129.48,02/10/2018
19069,MACHADINHO,476.54,921.19,1061,0,1061,826.17,74.83,160.09,03/10/2018
19069,MACHADINHO,476.39,923.98,1055,0,1055,1372.77,73.76,138.11,04/10/2018
19069,MACHADINHO,476.25,912.66,1035,0,1035,1342.85,72.75,186.14,05/10/2018
19069,MACHADINHO,476.09,656.19,796,0,796,949.66,71.61,212.1,06/10/2018
19069,MACHADINHO,475.99,214.85,302,0,302,736.45,70.9,171.99,07/10/2018
19069,MACHADINHO,475.71,668.73,906,0,906,671.84,68.96,169.36,08/10/2018
19069,MACHADINHO,475.36,923.36,1220,0,1220,722.48,66.53,229.92,09/10/2018
19069,MACHADINHO,475.18,1062.45,1215,0,1215,819.56,65.28,312.58,10/10/2018
19069,MACHADINHO,474.98,1067.56,1237,0,1237,746.96,63.89,182.33,11/10/2018
19069,MACHADINHO,474.97,716.55,725,0,725,702.75,63.82,136.02,12/10/2018
19069,MACHADINHO,475.74,949.55,297,0,297,891.82,69.16,283.78,13/10/2018
19069,MACHADINHO,476.65,1083.31,295,0,295,1237.55,75.61,388.32,14/10/2018
19069,MACHADINHO,476.82,1154.5,1006,0,1006,1219.97,76.83,292.61,15/10/2018
19069,MACHADINHO,476.45,925.74,1249,0,1249,1054.97,74.18,243.51,16/10/2018
19069,MACHADINHO,476.28,1037.5,1186,0,1186,1119.13,72.97,356.68,17/10/2018
19069,MACHADINHO,476.89,1592.99,1060,0,1060,1833.16,77.33,914.73,18/10/2018
19069,MACHADINHO,477.33,1533.49,1149,0,1149,1698.09,80.48,568.8,19/10/2018
19069,MACHADINHO,477.87,1351.76,880,0,880,1477.91,84.34,393.76,20/10/2018
19069,MACHADINHO,478.02,936.6,805,0,805,1114.15,85.41,250.63,21/10/2018
19069,MACHADINHO,478.02,1067,1067,0,1067,945.62,85.41,255.78,22/10/2018
19069,MACHADINHO,477.95,1086.31,1148,0,1148,809.64,84.91,204.91,23/10/2018
19069,MACHADINHO,477.81,1109.66,1232,0,1232,697.04,83.91,167.97,24/10/2018
19069,MACHADINHO,477.8,1142.32,1151,0,1151,674.83,83.84,181.83,25/10/2018
19069,MACHADINHO,477.71,1099.3,1178,0,1178,673.8,83.19,199.42,26/10/2018
19069,MACHADINHO,477.76,763.75,720,0,720,588.07,83.55,109.95,27/10/2018
19069,MACHADINHO,477.75,282.2,291,0,291,667.42,83.48,138.27,28/10/2018
19069,MACHADINHO,477.64,796.94,893,0,893,655.41,82.69,201.29,29/10/2018
19069,MACHADINHO,477.25,823.26,1164,0,1164,602.18,79.91,175.41,30/10/2018
19069,MACHADINHO,477.41,1176.81,1037,0,1037,1063.28,81.05,394.37,31/10/2018
19069,MACHADINHO,477.38,1043.73,1070,0,1070,1714.67,80.83,464.41,01/11/2018
19069,MACHADINHO,477.34,762.05,797,0,797,1651.26,80.55,355.68,02/11/2018
19069,MACHADINHO,477.87,945.08,482,0,482,1514.71,84.34,422.2,03/11/2018
19069,MACHADINHO,478.63,975.67,295,0,295,2048.53,89.91,488.62,04/11/2018
19069,MACHADINHO,479.1,1285.03,862,0,862,2099.21,93.37,466.26,05/11/2018
19069,MACHADINHO,479.16,1186.05,1132,0,1132,1434.34,93.81,348.94,06/11/2018
19069,MACHADINHO,479.16,1090,1090,0,1090,1138.83,93.81,276.68,07/11/2018
19069,MACHADINHO,479.04,966.01,1074,0,1074,922.89,92.93,184.4,08/11/2018
19069,MACHADINHO,478.86,956.96,1119,0,1119,787.33,91.6,161.35,09/11/2018
19069,MACHADINHO,479.01,951.07,816,0,816,772.91,92.71,147.12,10/11/2018
19069,MACHADINHO,478.97,552.89,589,0,589,703.04,92.41,198.06,11/11/2018
19069,MACHADINHO,478.92,966.09,1011,0,1011,620.15,92.04,178.47,12/11/2018
19069,MACHADINHO,478.7,965.97,1164,0,1164,590.3,90.42,127.05,13/11/2018
19069,MACHADINHO,478.61,1108.98,1190,0,1190,574.38,89.76,187.23,14/11/2018
19069,MACHADINHO,478.31,858.98,1129,0,1129,579.24,87.55,170.39,15/11/2018
19069,MACHADINHO,478.02,869.89,1131,0,1131,533.92,85.41,109.18,16/11/2018
19069,MACHADINHO,477.65,796.16,1120,0,1120,515.41,82.76,139.19,17/11/2018
19069,MACHADINHO,477.34,460.17,731,0,731,621.91,80.55,215.16,18/11/2018
19069,MACHADINHO,477.33,993.32,1002,0,1002,807.77,80.48,294.52,19/11/2018
19069,MACHADINHO,477.16,906.39,1055,0,1055,826.41,79.26,231.17,20/11/2018
19069,MACHADINHO,476.81,742.21,1048,0,1048,629.69,76.76,205.95,21/11/2018
19069,MACHADINHO,476.4,817.67,1176,0,1176,522.94,73.83,126.36,22/11/2018
19069,MACHADINHO,476.03,814.74,1138,0,1138,474.57,71.18,137.51,23/11/2018
19069,MACHADINHO,475.92,613.02,707,0,707,488.2,70.41,162.88,24/11/2018
19069,MACHADINHO,475.69,408.09,603,0,603,532.71,68.82,226.53,25/11/2018
19069,MACHADINHO,475.76,872.26,813,0,813,533.09,69.3,227.57,26/11/2018
19069,MACHADINHO,475.55,879.11,1057,0,1057,496.14,67.85,180.25,27/11/2018
19069,MACHADINHO,475.1,761.63,1143,0,1143,478.1,64.73,151.4,28/11/2018
19069,MACHADINHO,474.44,673.63,1233,0,1233,511.18,60.15,180.4,29/11/2018
19069,MACHADINHO,473.79,715.63,1261,0,1261,633.85,55.69,265.66,30/11/2018
19069,MACHADINHO,473.82,701.65,677,0,677,912.8,55.89,227.48,01/12/2018
19069,MACHADINHO,473.81,300.78,309,0,309,1033.21,55.82,187.73,02/12/2018
19069,MACHADINHO,473.61,724.76,889,0,889,800.66,54.48,206.76,03/12/2018
19069,MACHADINHO,473.18,840.88,1194,0,1194,653.82,51.59,194.37,04/12/2018
19069,MACHADINHO,472.91,906.24,1128,0,1128,557.81,49.77,161.99,05/12/2018
19069,MACHADINHO,472.48,817.99,1171,0,1171,481.36,46.88,140.63,06/12/2018
19069,MACHADINHO,472.1,819.85,1132,0,1132,420.94,44.33,134.07,07/12/2018
19069,MACHADINHO,471.88,517.57,695,0,695,374.77,42.88,116.88,08/12/2018
19069,MACHADINHO,471.85,289.16,313,0,313,334.89,42.68,111.73,09/12/2018
19069,MACHADINHO,471.99,632.23,521,0,521,302.59,43.59,119.93,10/12/2018
19069,MACHADINHO,472,640.99,633,0,633,279.6,43.66,111.82,11/12/2018
19069,MACHADINHO,472.1,715.06,633,0,633,261.26,44.33,98.6,12/12/2018
19069,MACHADINHO,472.09,624.9,633,0,633,257.38,44.26,88.99,13/12/2018
19069,MACHADINHO,472.36,736.64,515,0,515,269.51,46.08,95.16,14/12/2018
19069,MACHADINHO,472.9,754.4,311,0,311,298.31,49.7,108.17,15/12/2018
19069,MACHADINHO,473.28,622.15,310,0,310,346.01,52.26,113.94,16/12/2018
19069,MACHADINHO,473.41,811.71,705,0,705,401.21,53.13,112.1,17/12/2018
19069,MACHADINHO,472.74,670.77,1221,0,1221,454.22,48.63,113.06,18/12/2018
19069,MACHADINHO,472.07,717.88,1268,0,1268,511.97,44.13,142.79,19/12/2018
19069,MACHADINHO,471.51,789.01,1236,0,1236,603.38,40.47,200.44,20/12/2018
19069,MACHADINHO,471.06,878.25,1236,0,1236,839.04,37.54,241.24,21/12/2018
19069,MACHADINHO,471.31,751.73,553,0,553,1105.94,39.17,242.99,22/12/2018
19069,MACHADINHO,471.92,794.95,310,0,310,977.71,43.14,212.37,23/12/2018
19069,MACHADINHO,472.5,783.07,309,0,309,786.38,47.02,171.17,24/12/2018
19069,MACHADINHO,472.65,429.26,306,0,306,687.86,48.02,162.22,25/12/2018
19069,MACHADINHO,473.22,775.06,307,0,307,624.14,51.85,178.08,26/12/2018
19069,MACHADINHO,473.78,828.84,369,0,369,599.79,55.62,169.92,27/12/2018
19069,MACHADINHO,474.35,864.31,387,0,387,567.75,59.52,151.63,28/12/2018
19069,MACHADINHO,474.98,842.91,309,0,309,535.62,63.89,140.47,29/12/2018
19069,MACHADINHO,475.32,597.08,309,0,309,491.6,66.25,125.2,30/12/2018
19069,MACHADINHO,475.44,408.74,307,0,307,435.71,67.08,109.81,31/12/2018
19069,MACHADINHO,475.39,265.64,308,0,308,394.2,66.74,95.54,01/01/2019
19069,MACHADINHO,475.21,718.45,871,0,871,371.23,65.49,99.43,02/01/2019
19069,MACHADINHO,474.76,886.63,1268,0,1268,362.42,62.37,107.02,03/01/2019
19069,MACHADINHO,474.37,837.44,1168,0,1168,361.8,59.66,114.99,04/01/2019
19069,MACHADINHO,474.25,636.38,738,0,738,361.39,58.83,121.79,05/01/2019
19069,MACHADINHO,474.4,433.08,306,0,306,360.64,59.87,118.16,06/01/2019
19069,MACHADINHO,474.38,805.1,822,0,822,364.05,59.73,122.83,07/01/2019
19069,MACHADINHO,474.01,805.34,1119,0,1119,363.67,57.17,140.32,08/01/2019
19069,MACHADINHO,473.61,741.3,1070,0,1070,362.87,54.48,134.31,09/01/2019
19069,MACHADINHO,473.2,728.31,1065,0,1065,372.37,51.72,128.61,10/01/2019
19069,MACHADINHO,472.75,697.44,1067,0,1067,410.37,48.7,130.57,11/01/2019
19069,MACHADINHO,472.48,519.36,741,0,741,458.15,46.88,140.81,12/01/2019
19069,MACHADINHO,472.5,327.32,311,0,311,506.87,47.02,168.72,13/01/2019
19069,MACHADINHO,472.43,908.59,966,0,966,554.79,46.55,193.82,14/01/2019
19069,MACHADINHO,472.41,1125.56,1142,0,1142,596.77,46.41,205.12,15/01/2019
19069,MACHADINHO,472.31,967.82,1050,0,1050,636.52,45.74,189.99,16/01/2019
19069,MACHADINHO,472.18,882.29,989,0,989,661.71,44.87,186.72,17/01/2019
19069,MACHADINHO,471.95,878.5,1066,0,1066,712.48,43.33,197.74,18/01/2019
19069,MACHADINHO,472.07,653.22,556,0,556,945.09,44.13,207.78,19/01/2019
19069,MACHADINHO,472.75,869.33,311,0,311,1242.2,48.7,213.7,20/01/2019
19069,MACHADINHO,473.02,1098.76,877,0,877,1214.97,50.51,208.36,21/01/2019
19069,MACHADINHO,472.95,1124.48,1182,0,1182,1120.99,50.04,174.47,22/01/2019
19069,MACHADINHO,472.8,1101.85,1225,0,1225,1014.07,49.03,143.95,23/01/2019
19069,MACHADINHO,472.67,1067.29,1174,0,1174,960.65,48.16,135.99,24/01/2019
19069,MACHADINHO,472.47,1016.76,1181,1,1180,853.78,46.82,122.11,25/01/2019
19069,MACHADINHO,472.85,890.04,578,0,578,693.32,49.37,101.4,26/01/2019
19069,MACHADINHO,473.48,824.36,307,0,307,590.27,53.6,80.54,27/01/2019
19069,MACHADINHO,473.58,963.06,881,0,881,514.62,54.27,83.01,28/01/2019
19069,MACHADINHO,473.27,902.49,1157,0,1157,449.25,52.19,93.11,29/01/2019
19069,MACHADINHO,472.86,855.31,1192,0,1192,413.5,49.44,94.33,30/01/2019
19069,MACHADINHO,472.47,871.75,1192,0,1192,383.94,46.82,101.24,31/01/2019
19069,MACHADINHO,471.97,777.16,1187,0,1187,385.77,43.46,104.88,01/02/2019
19069,MACHADINHO,471.59,472.92,775,0,775,420.67,40.99,100.11,02/02/2019
19069,MACHADINHO,471.56,404.16,428,0,428,485.58,40.79,112.24,03/02/2019
19069,MACHADINHO,471.18,477.92,780,0,780,576.54,38.32,111.35,04/02/2019
19069,MACHADINHO,470.53,474.33,991,0,991,631.02,34.09,100.57,05/02/2019
19069,MACHADINHO,470.04,411.53,801,0,801,566.5,30.91,85.53,06/02/2019
19069,MACHADINHO,469.93,557.35,643,0,643,457.39,30.21,63.83,07/02/2019
19069,MACHADINHO,470.03,720.78,643,0,643,383.6,30.84,69.44,08/02/2019
19069,MACHADINHO,470.33,670.43,432,0,432,367.34,32.79,60.48,09/02/2019
19069,MACHADINHO,470.35,335.86,320,0,320,362.56,32.92,59.6,10/02/2019
19069,MACHADINHO,470.42,585.67,530,0,530,359.27,33.38,85.22,11/02/2019
19069,MACHADINHO,470.19,459.13,642,0,642,368.58,31.88,76.74,12/02/2019
19069,MACHADINHO,469.79,330.5,643,0,643,386.81,29.33,72.54,13/02/2019
19069,MACHADINHO,469.79,431,431,0,431,400.87,29.33,99.64,14/02/2019
19069,MACHADINHO,469.86,373.82,320,0,320,416.02,29.77,135.86,15/02/2019
19069,MACHADINHO,469.7,196.97,320,0,320,456.12,28.76,139.56,16/02/2019
19069,MACHADINHO,469.53,189.21,320,0,320,498.07,27.69,122.24,17/02/2019
19069,MACHADINHO,469.6,373.82,320,0,320,505.84,28.13,105.82,18/02/2019
19069,MACHADINHO,469.83,496.97,320,0,320,515.6,29.58,95.7,19/02/2019
19069,MACHADINHO,470.06,498.47,320,0,320,522.35,31.04,88.93,20/02/2019
19069,MACHADINHO,470.35,551.44,321,0,321,480.28,32.92,73.75,21/02/2019
19069,MACHADINHO,470.66,565.41,319,0,319,420.9,34.94,58.92,22/02/2019
19069,MACHADINHO,470.72,363.69,316,0,316,387.64,35.33,55.42,23/02/2019
19069,MACHADINHO,470.74,331.97,316,0,316,392.41,35.46,73.6,24/02/2019
19069,MACHADINHO,471.14,633.94,316,0,316,412.68,38.06,100.43,25/02/2019
19069,MACHADINHO,471.44,554.43,316,0,316,467.83,40.01,100.9,26/02/2019
19069,MACHADINHO,471.76,568.4,314,0,314,518.11,42.1,86.32,27/02/2019
19069,MACHADINHO,471.98,487.88,313,0,313,493.81,43.53,84.91,28/02/2019
19069,MACHADINHO,472.12,427.35,313,0,313,442.23,44.46,79.65,01/03/2019
19069,MACHADINHO,471.89,126.12,312,0,312,382.91,42.94,67.23,02/03/2019
19069,MACHADINHO,471.62,98.3,313,0,313,332.7,41.18,67.22,03/03/2019
19069,MACHADINHO,471.53,241.47,313,0,313,308.8,40.6,77.87,04/03/2019
19069,MACHADINHO,471.44,241.47,313,0,313,313.03,40.01,90.3,05/03/2019
19069,MACHADINHO,471.75,560.41,314,0,314,362.89,42.03,91.89,06/03/2019
19069,MACHADINHO,472.16,643.09,313,0,313,477.37,44.73,123.39,07/03/2019
19069,MACHADINHO,472.65,715.43,313,0,313,611.59,48.02,136.64,08/03/2019
19069,MACHADINHO,472.6,268.91,310,0,310,672.34,47.69,139.97,09/03/2019
19069,MACHADINHO,472.67,367.52,310,0,310,726.61,48.16,165.32,10/03/2019
19069,MACHADINHO,472.73,555.19,506,0,506,776.59,48.56,205.21,11/03/2019
19069,MACHADINHO,472.74,833.22,825,0,825,855.48,48.63,224.02,12/03/2019
19069,MACHADINHO,473.18,937.34,576,0,576,1025.82,51.59,211.76,13/03/2019
19069,MACHADINHO,473.95,942.29,310,0,310,1090.83,56.76,173.83,14/03/2019
19069,MACHADINHO,474.66,908.46,308,0,308,942.95,61.67,146.04,15/03/2019
19069,MACHADINHO,475.13,704.26,306,0,306,782.05,64.93,138.66,16/03/2019
19069,MACHADINHO,475.37,508.47,305,0,305,670.9,66.6,140.24,17/03/2019
19069,MACHADINHO,475.83,883.81,494,0,494,609.76,69.79,148.16,18/03/2019
19069,MACHADINHO,476.28,886.77,498,0,498,635.81,72.97,153.03,19/03/2019
19069,MACHADINHO,476.38,773.27,686,0,686,687.3,73.68,158.21,20/03/2019
19069,MACHADINHO,475.97,614.59,972,0,972,670.68,70.76,160.88,21/03/2019
19069,MACHADINHO,475.64,527.37,807,0,807,616.14,68.47,157.13,22/03/2019
19069,MACHADINHO,475.63,485.44,494,0,494,561.7,68.4,136.76,23/03/2019
19069,MACHADINHO,475.69,350.93,300,0,300,511.81,68.82,128.61,24/03/2019
19069,MACHADINHO,475.57,690.26,792,0,792,476.88,67.98,124.59,25/03/2019
19069,MACHADINHO,475.3,720.18,949,0,949,456.79,66.11,124.02,26/03/2019
19069,MACHADINHO,475,554.72,809,0,809,442.41,64.03,122.73,27/03/2019
19069,MACHADINHO,474.79,519.11,697,0,697,418.81,62.58,109.63,28/03/2019
19069,MACHADINHO,474.41,362.89,685,0,685,385.38,59.94,90.18,29/03/2019
19069,MACHADINHO,474.21,247.56,417,0,417,347.41,58.55,86.18,30/03/2019
19069,MACHADINHO,474.12,232.73,309,0,309,329.29,57.93,83.61,31/03/2019
19069,MACHADINHO,473.89,732.99,925,0,925,331.65,56.36,94.51,01/04/2019
19069,MACHADINHO,473.28,661.07,1162,0,1162,332.25,52.26,105.76,02/04/2019
19069,MACHADINHO,472.68,620.29,1113,0,1113,328.01,48.23,104.02,03/04/2019
19069,MACHADINHO,472.19,679.57,1082,0,1082,336.93,44.93,93.88,04/04/2019
19069,MACHADINHO,471.73,490.4,861,0,861,334.59,41.9,99.99,05/04/2019
19069,MACHADINHO,471.52,257.99,425,0,425,334.93,40.53,89.92,06/04/2019
19069,MACHADINHO,471.43,237.47,309,0,309,375.42,39.95,88.29,07/04/2019
19069,MACHADINHO,471.36,530.44,586,0,586,437.07,39.49,110.48,08/04/2019
19069,MACHADINHO,470.77,286.02,755,0,755,497.44,35.66,112.04,09/04/2019
19069,MACHADINHO,470.21,314.86,760,0,760,498.18,32.01,109.91,10/04/2019
19069,MACHADINHO,469.8,279.17,600,0,600,441.55,29.39,96.34,11/04/2019
19069,MACHADINHO,469.77,292.97,316,0,316,382.49,29.2,75.73,12/04/2019
19069,MACHADINHO,469.59,148.57,287,0,287,353.7,28.07,64.92,13/04/2019
19069,MACHADINHO,469.36,95.03,272,0,272,328.41,26.62,64.2,14/04/2019
19069,MACHADINHO,469.55,419.18,273,0,273,314.17,27.81,69.36,15/04/2019
19069,MACHADINHO,469.59,303.79,273,0,273,325.18,28.07,78.02,16/04/2019
19069,MACHADINHO,469.74,388.39,273,0,273,380.58,29.01,88.14,17/04/2019
19069,MACHADINHO,469.66,212.43,274,0,274,441.6,28.51,92.68,18/04/2019
19069,MACHADINHO,469.46,119.18,273,0,273,421.03,27.25,86.98,19/04/2019
19069,MACHADINHO,469.4,226.82,273,0,273,349.93,26.87,85.95,20/04/2019
19069,MACHADINHO,469.2,119.18,273,0,273,306,25.61,85.56,21/04/2019
19069,MACHADINHO,469.26,321.18,275,0,275,284.37,25.99,71.07,22/04/2019
19069,MACHADINHO,469.31,312.43,274,0,274,278.61,26.3,68.99,23/04/2019
19069,MACHADINHO,469.54,450.97,274,0,274,291.48,27.75,81.75,24/04/2019
19069,MACHADINHO,469.77,458.61,274,0,274,302.44,29.2,82.94,25/04/2019
19069,MACHADINHO,470.13,554.21,274,0,274,324.79,31.49,92.26,26/04/2019
19069,MACHADINHO,470.14,281.99,274,0,274,364.96,31.56,109.54,27/04/2019
19069,MACHADINHO,470,161.77,273,0,273,499.35,30.65,127.62,28/04/2019
19069,MACHADINHO,470.24,463.74,273,0,273,711.56,32.21,131.27,29/04/2019
19069,MACHADINHO,470.36,389.21,270,0,270,706.85,32.99,101.99,30/04/2019
19069,MACHADINHO,470.49,373.36,270,0,270,543.58,33.83,92.52,01/05/2019
19069,MACHADINHO,470.93,619.77,270,0,270,449.69,36.7,69.82,02/05/2019
19069,MACHADINHO,471.41,651.48,270,0,270,424.48,39.82,69.71,03/05/2019
19069,MACHADINHO,471.48,324.67,269,0,269,418.93,40.27,80.32,04/05/2019
19069,MACHADINHO,471.42,220.31,268,0,268,495.43,39.88,120.05,05/05/2019
19069,MACHADINHO,471.76,540.25,270,0,270,714.54,42.1,140.87,06/05/2019
19069,MACHADINHO,472.05,612.83,381,0,381,818.99,43.99,147.5,07/05/2019
19069,MACHADINHO,472.26,606.45,434,0,434,734.86,45.4,144.58,08/05/2019
19069,MACHADINHO,472.39,541.71,435,0,435,686.98,46.28,128.01,09/05/2019
19069,MACHADINHO,472.99,924.71,432,0,432,720.68,50.31,244.77,10/05/2019
19069,MACHADINHO,473.8,1046.16,381,0,381,1292.85,55.75,594.17,11/05/2019
19069,MACHADINHO,474.62,995.7,306,0,306,1866.44,61.4,718.98,12/05/2019
19069,MACHADINHO,475.41,1051.44,382,0,382,1803.44,66.87,504,13/05/2019
19069,MACHADINHO,476.02,939.59,422,0,422,1527.02,71.11,367.62,14/05/2019
19069,MACHADINHO,476.37,725.79,420,0,420,1312.25,73.61,283.62,15/05/2019
19069,MACHADINHO,476.67,682.15,420,0,420,1137.9,75.76,232.24,16/05/2019
19069,MACHADINHO,476.91,627.72,418,0,418,979.92,77.47,174.35,17/05/2019
19069,MACHADINHO,477.03,519.86,415,0,415,857.84,78.33,157.41,18/05/2019
19069,MACHADINHO,476.99,380.05,415,0,415,779.84,78.05,148.04,19/05/2019
19069,MACHADINHO,477.19,650.77,476,0,476,731.18,79.48,154.98,20/05/2019
19069,MACHADINHO,477.54,631.79,326,0,326,720.67,81.98,182.75,21/05/2019
